HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
411,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",arrow button on table's headers hover > columns button,"",Schedule > Dinamic tables,Unnecessary ARIA attributes can cause unexpected behavior for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"The presence of an unnecessary ARIA attribute can create unexpected behavior across various configurations. Remove the `aria-owns`, `aria-haspopup` attributes from the element.
",Serious,,ARIA,95,349,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009600,https://hub.accessible360.com/screenshots/2009600,https://hub.accessible360.com/issues/703741/edit,https://hub.accessible360.com/kb/articles/1001
412,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",arrow button on table's headers hover > columns button,"arrow button on table's headers hover > columns button expanded > ""duration"" through ""% complete"" buttons",Schedule > Dinamic tables,"This navigation menu uses ARIA menu roles, which are only intended for desktop-style application menus. Improper use of these roles often prevents screen reader users from accessing the menu.",4.1.2 (WCAG 2.0 A),Visual,"Remove the ARIA menu roles from this navigation menu including `role=""menu""`, `role=""menuitem""`, and `role=""menubar""`. See [this article on navigation menus](https://hub.accessible360.com/kb/articles/529#heading-navigation-menus-are-not-application-menus) for more information.",Serious,,ARIA,95,465,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009604,"https://hub.accessible360.com/screenshots/2009672, https://hub.accessible360.com/screenshots/2009604",https://hub.accessible360.com/issues/703742/edit,"https://hub.accessible360.com/kb/articles/529, https://hub.accessible360.com/kb/articles/1001"
413,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","arrow button on table's headers hover > columns button expanded > ""duration"" through ""% complete"" buttons","",Schedule > Dinamic tables,Content that functions as a list should be indicated as such to screen reader users.,1.3.1 (WCAG 2.0 A),Visual,"When a series of similar items is grouped together in a meaningful or deliberate way, this should be conveyed to screen reader users.

Use standard HTML to mark up all such content as a list. Ensure that the list items are the direct children of the wrapping `<ol>`, `<ul>`, or `<dl>` tag. ",Warning,,Lists,109,17,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009674,https://hub.accessible360.com/screenshots/2009674,https://hub.accessible360.com/issues/703744/edit,"https://hub.accessible360.com/kb/articles/64, https://hub.accessible360.com/kb/articles/1314"
414,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",table column headers,"",Schedule > Dinamic tables,Drag and drop features must be accessible to keyboard users and screen reader users.,2.1.1 (WCAG 2.0 A),"Motor / Dexterity,Visual","Provide controls for keyboard users that will enable movement of the element. For example, allow keyboard users to move the window using the Left, Right, Up, and Down arrow keys. Ensure these controls are properly labeled for screen reader users.",Critical,,Dynamic page content,103,461,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009675,https://hub.accessible360.com/screenshots/2009675,https://hub.accessible360.com/issues/703745/edit,""
415,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",arrow button on table's headers hover,"blue arrow button on some ""Task Name"" column cells, for example within ""Site clearing & grading""",Schedule > Dinamic tables,Buttons must have sufficient labels for all users.,4.1.2 (WCAG 2.0 A),Visual,Add screen reader only text or an `aria-label` attribute to each button which tells users where it goes and/or what it does. Please note that the `title` attribute is not sufficient for button labeling.,Serious,,Buttons,98,11,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009680,"https://hub.accessible360.com/screenshots/2009679, https://hub.accessible360.com/screenshots/2009680",https://hub.accessible360.com/issues/703747/edit,"https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1178"
416,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","tables first column: red, blue, orange, green, etc","",Schedule > Dinamic tables,"Specific sensory characteristics, such as color alone, are not sufficient to indicate state/context to screen reader users","1.4.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)",Visual,"Ensure to add screen reader only text for each color indicating what that color is suppose to represent.

",Critical,,General,7,73,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009682,https://hub.accessible360.com/screenshots/2009682,https://hub.accessible360.com/issues/703749/edit,"https://hub.accessible360.com/kb/articles/88, https://hub.accessible360.com/kb/articles/1178"
417,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",table's cells information modifies the graphic on the right,"",Schedule > Dinamic tables,"When an element is activated that causes content on the page to change, screen reader users should be informed of this change.",3.2.2 (WCAG 2.0 A),Visual,"Add screen reader only warning text before the element that says, ""Activating this element will cause content on the page to be updated."".

If more than one element causes the page to update, place only one instance of the screen reader only warning text directly before the elements so that this text is not overly verbose for screen reader users.",Serious,,Dynamic page content,103,76,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009683,https://hub.accessible360.com/screenshots/2009683,https://hub.accessible360.com/issues/703750/edit,"https://hub.accessible360.com/kb/articles/135, https://hub.accessible360.com/kb/articles/1178"
418,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",table,"",Schedule >  table with graphic,Tables with visible column and/or row headers must be properly indicated to screen readers.,1.3.1 (WCAG 2.0 A),Visual,"Ensure that text serving as the header for each column is marked up in a `<th scope=“col”>`. 

Ensure that text serving as the header for each row (if present) is wrapped in a `<th scope=“row”>`. Often this text is the first cell in each row, [but not always](https://hub.accessible360.com/kb/articles/29#heading-not-always-the-first-row-or-first-column).
",Serious,,Tables,114,25,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009684,https://hub.accessible360.com/screenshots/2009684,https://hub.accessible360.com/issues/703751/edit,"https://hub.accessible360.com/kb/articles/70, https://hub.accessible360.com/kb/articles/29"
419,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",table's heading,"",Schedule >  table with graphic,Unactionable elements should not have tabindex=”0”.,2.1.1 (WCAG 2.0 A),"Motor / Dexterity,Visual","Remove the `tabindex=""0""` attribute from each element so that they do not receive tab focus.",Warning,,Focus,2,565,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009686,https://hub.accessible360.com/screenshots/2009686,https://hub.accessible360.com/issues/703752/edit,https://hub.accessible360.com/kb/articles/1412
420,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",table,"",Schedule > Dinamic tables,Keyboard users are not able to scroll this content.,2.1.1 (WCAG 2.0 A),Motor / Dexterity,"Ensure that all of this content is available for keyboard users.

One approach would be to make this content scrollable using the arrow keys, which is outlined below:

1. Add `tabindex=""0""` to the wrapper element to make it focusable.
1. Make this wrapper element scrollable using a keyboard by default by giving it the CSS rule `overflow-y: auto`. Ensure this is properly overriding the existing rule that is disabling the scrollbar (`overflow: hidden`).",Critical,,Focus,2,729,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009687,https://hub.accessible360.com/screenshots/2009687,https://hub.accessible360.com/issues/703753/edit,""
421,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",table,"",Schedule >  table with graphic,Keyboard users are not able to scroll this content.,2.1.1 (WCAG 2.0 A),Motor / Dexterity,"Ensure that all of this content is available for keyboard users.

One approach would be to make this content scrollable using the arrow keys, which is outlined below:

1. Add `tabindex=""0""` to the wrapper element to make it focusable.
1. Make this wrapper element scrollable using a keyboard by default by giving it the CSS rule `overflow-y: auto`. Ensure this is properly overriding the existing rule that is disabling the scrollbar (`overflow: hidden`).",Critical,,Focus,2,729,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2009688,https://hub.accessible360.com/screenshots/2009688,https://hub.accessible360.com/issues/703754/edit,""
422,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""details"" tab > ""general"" and ""calendar"" sections > tables","""Details"" tab > ""Custom Fields (1)"" tab > table",,Tables with visible column and/or row headers must be properly indicated to screen readers.,1.3.1 (WCAG 2.0 A),Visual,"Ensure that text serving as the header for each column is marked up in a `<th scope=“col”>`. 

Ensure that text serving as the header for each row (if present) is wrapped in a `<th scope=“row”>`. Often this text is the first cell in each row, [but not always](https://hub.accessible360.com/kb/articles/29#heading-not-always-the-first-row-or-first-column).
",Serious,,Tables,114,25,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010648,"https://hub.accessible360.com/screenshots/2010610, https://hub.accessible360.com/screenshots/2010648",https://hub.accessible360.com/issues/703883/edit,"https://hub.accessible360.com/kb/articles/70, https://hub.accessible360.com/kb/articles/29"
423,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""details"" tab > ""general"" section > ""Automatically calculate the % complete"" > ""?"" icon","""Details"" tab > ""Documents"" tab > ""Upload Documents"" section shown after dragging a file inside the table > ""Description"" > ""i"" icon image",,Images that lack alt attributes make it impossible for screen reader users to know what the image depicts. ,1.1.1 (WCAG 2.0 A),Visual,"Ensure each image has an `alt` attribute. The content of the alt attribute depends on the image type.

If an image is **informative** (i.e. provides information not conveyed in other ways), add an `alt` attribute to the image which conveys the information provided by it.
If an image is **decorative** (i.e. does not contribute any meaningful information), give the image an empty `alt` attribute (`alt=“”`).

For more advice on determining which images are decorative or informative, visit our Knowledge Base Article: [The Art of Alt Attributes](https://hub.accessible360.com/kb/articles/472).",Critical,,Images,1,2,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010615,"https://hub.accessible360.com/screenshots/2011450, https://hub.accessible360.com/screenshots/2010615",https://hub.accessible360.com/issues/703887/edit,"https://hub.accessible360.com/kb/articles/32, https://hub.accessible360.com/kb/articles/472, https://hub.accessible360.com/kb/articles/1357"
424,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""details"" tab > ""general"" section > ""Automatically calculate the % complete"" > ""?"" icon","""Details"" tab > ""Documents"" tab > ""Upload Documents"" section shown after dragging a file inside the table > ""Description"" > ""i"" icon image",,"Tooltip content must be reachable by all users, including screen reader and keyboard users.","1.3.1 (WCAG 2.0 A), 1.4.13 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Making tooltips accessible can be accomplished in two distinct ways:

- Make your tooltips accessible by using **manually**-activated tooltips. Please see [this section](https://hub.accessible360.com/kb/articles/524#heading-for-manuallyactivated-tooltips) in the Tooltips Knowledge Base article.
- Make your tooltips accessible by using **automatically**-activated tooltips. Please see [this section](https://hub.accessible360.com/kb/articles/524#heading-for-automaticallyactivated-tooltips) in the Tooltips Knowledge Base article.
  - **Note:** If you elect to use automatically-activated tooltips, these tooltips must convert to manually-activated tooltips when they are displayed on smaller viewports with a responsive layout. Please see the section regarding [Tooltip that is only available on smaller viewports](https://hub.accessible360.com/kb/articles/524#heading-tooltip-that-is-only-available-on-smaller-viewports) for more information on mobile responsive tooltips and a code sample illustrating this functionality.

Once you have decided which type of tooltip to implement (manual or automatic), please make a comment on this issue to let us know, and then include this issue in an upcoming QA or reach out to your CSM to have this content audited. We will then set this issue to Not Applicable and add new issues as needed to address the content.",Critical,,Tooltips,119,873,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010624,"https://hub.accessible360.com/screenshots/2011451, https://hub.accessible360.com/screenshots/2010624",https://hub.accessible360.com/issues/703888/edit,https://hub.accessible360.com/kb/articles/524
425,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""details"" tab > ""calendar"" section > ""View Calendars"" button","",,Elements that are marked up as links but function as buttons can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a `<button>`. 

Alternatively, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.

",Warning,,Buttons,98,28,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010642,https://hub.accessible360.com/screenshots/2010642,https://hub.accessible360.com/issues/703894/edit,https://hub.accessible360.com/kb/articles/71
426,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Details"" tab > ""Comments"" tab > ""Add/Request comment"" links wrapper","",,Elements that are marked up as buttons but function as links can cause confusion for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Mark each element up as a link. Alternatively, give each element a `role=""link""` attribute. ",Warning,,Links,108,804,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010670,https://hub.accessible360.com/screenshots/2010670,https://hub.accessible360.com/issues/703913/edit,""
427,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Details"" tab > ""Comments"" tab > comments wrapper","",,This content is marked up as a table; however it is semantically a list.,1.3.1 (WCAG 2.0 A),Visual,Remove the `<table>` wrapping this content and mark this up as a standard HTML list as appropriate to the content.,Serious,,Lists,109,912,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010679,https://hub.accessible360.com/screenshots/2010679,https://hub.accessible360.com/issues/703924/edit,https://hub.accessible360.com/kb/articles/1094
428,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Details"" tab > ""Documents"" tab > table","",Documents,This component was audited previously.,"1.1.1 (WCAG 2.0 A), 1.3.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)",Visual,"We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Documents (Table)](/project_components/66452) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010685,https://hub.accessible360.com/screenshots/2010685,https://hub.accessible360.com/issues/703927/edit,https://hub.accessible360.com/kb/articles/1186
429,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Details"" tab > ""Documents"" tab > ""Show thumbnails"" checkbox","",,"When an element is activated that causes content on the page to change, screen reader users should be informed of this change.",3.2.2 (WCAG 2.0 A),Visual,"Add screen reader only warning text before the element that says, ""Activating this element will cause content on the page to be updated."".

If more than one element causes the page to update, place only one instance of the screen reader only warning text directly before the elements so that this text is not overly verbose for screen reader users.",Serious,,Dynamic page content,103,76,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010738,https://hub.accessible360.com/screenshots/2010738,https://hub.accessible360.com/issues/703952/edit,"https://hub.accessible360.com/kb/articles/135, https://hub.accessible360.com/kb/articles/1178"
430,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",graphic within table markup,"",Bar chart,This complex content requires a consultation.,"1.3.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Auditory,Cognitive,Motor / Dexterity,Visual","Due to the complex nature and functionality of this content, a consultation call will be necessary to determine the best approach to making this accessible.

Some of the inaccessible aspects are:
  
  * Text and bar charts (even some nested with arrows) are not accessible.
  * When hovering over the different bar charts, tooltips with information appear.
  * The bar charts have different colors that are not referenced anywhere.


Please reach out to your Allyant Customer Success Manager to set up a consultation to discuss remediation options. 


",Critical,,General,7,736,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2010784,https://hub.accessible360.com/screenshots/2010784,https://hub.accessible360.com/issues/703965/edit,""
495,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",Modal dialog,"",Attach document,The modal dialog container is not labeled.,4.1.2 (WCAG 2.0 A),Visual,"Provide a [label using one of the following methods](https://hub.accessible360.com/kb/articles/820#heading-labelling). All of these solutions are acceptable, but some may be easier to implement than others depending on the content within the modal dialog.

1. Add a heading (preferably an `<h1>`, but `<h2>` is acceptable), then associate it with the modal dialog wrapper by giving that heading a unique `id` and referencing it with an `aria-labelledby` attribute on the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`).
  * If a heading describing the contents of the modal dialog already exists, you can use that heading instead.
  * This heading is most helpful when it is visible for all users, but for strict WCAG conformance it can be made visible only to screen reader users instead.
1. Alternatively, add an `aria-label` attribute to the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`) describing the purpose of the modal dialog.",Serious,,Modal Dialogs,112,44,Open,Open,"","","","","","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011401,https://hub.accessible360.com/screenshots/2011401,https://hub.accessible360.com/issues/704233/edit,"https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/923"
496,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",Modal dialog,"",Attach document,Closing this modal dialog does not return the user to the element that opened it.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","When this modal dialog closes, return focus to the element that triggered this modal dialog to open.

If this element is no longer available on the page, then focus should be moved to another element as close as possible to where that element was.

If this modal dialog was opened automatically when the page loaded, then move focus on to the `<body>` element.",Serious,,Modal Dialogs,112,46,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011402,https://hub.accessible360.com/screenshots/2011402,https://hub.accessible360.com/issues/704234/edit,"https://hub.accessible360.com/kb/articles/114, https://hub.accessible360.com/kb/articles/820"
497,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",Close button,"",Attach document,The close button is not labeled for screen reader users.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)",Visual,"Label the close button for screen reader users. 

Depending on the situation, some options include: 

* Add [screen reader only text](https://hub.accessible360.com/kb/articles/262) of “close” inside of the `<button>` (If an image is used, it will need to be hidden with `aria-hidden=”true”`) 
* Add `aria-label=""close""` to the `<button>`  
* Add `alt=”close”` to the `<img>`  
* [Label the `<svg>`](https://hub.accessible360.com/kb/articles/146)",Serious,,Buttons,98,14,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011403,https://hub.accessible360.com/screenshots/2011403,https://hub.accessible360.com/issues/704235/edit,"https://hub.accessible360.com/kb/articles/61, https://hub.accessible360.com/kb/articles/1178"
498,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",Modal dialog container,"",Attach document,This modal dialog is missing necessary ARIA attributes. ,4.1.2 (WCAG 2.0 A),Visual,"Ensure the attributes `role=""dialog""` and `aria-modal=""true""` are present on the wrapper element of this modal dialog. Do not [add these attributes](https://hub.accessible360.com/kb/articles/820#heading--do-not-dynamically-add-these-attributes-while-a-users-focus-is-inside) dynamically after the user's focus has been moved to it or into it.",Serious,,Modal Dialogs,112,588,Open,Open,"","","","","","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011404,https://hub.accessible360.com/screenshots/2011404,https://hub.accessible360.com/issues/704236/edit,"https://hub.accessible360.com/kb/articles/113, https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/1001"
499,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",Modal dialog heading,"""Select from Documents Module"" button > ""Selected"" heading, ""Select from Documents Module"" button > ""Folders"" heading, ""Upload from your Computer"" button > ""Upload"" heading",Attach document,Text that functions as a heading should be marked up as such.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)","Cognitive,Visual","Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,,Headings,106,15,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011405,"https://hub.accessible360.com/screenshots/2011413, https://hub.accessible360.com/screenshots/2011437, https://hub.accessible360.com/screenshots/2011435, https://hub.accessible360.com/screenshots/2011405",https://hub.accessible360.com/issues/704237/edit,"https://hub.accessible360.com/kb/articles/63, https://hub.accessible360.com/kb/articles/1313"
500,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"",modal's container first child <div>,"",Attach document,Unnecessary ARIA attributes can cause unexpected behavior for screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"The presence of an unnecessary ARIA attribute can create unexpected behavior across various configurations. Remove the `role=""document""` attribute from the element.

",Serious,,ARIA,95,349,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2027438,https://hub.accessible360.com/screenshots/2027438,https://hub.accessible360.com/issues/704240/edit,https://hub.accessible360.com/kb/articles/1001
501,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""maximize window"" button","",Attach document,This element receives focus in an illogical order for screen reader and keyboard users.,"1.3.2 (WCAG 2.0 A), 2.4.3 (WCAG 2.0 A)","Motor / Dexterity,Visual","This element should be moved before the Close button in the HTML so that screen reader users will encounter this element in an unsurprising order and focus will follow a logical sequence for keyboard users.

When resolving this issue, do not use `tabindex` attributes to change the default focus order.  Additionally, do not use JavaScript to actively manage the keyboard focus based on keypresses.

",Warning,,Focus,2,409,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011407,https://hub.accessible360.com/screenshots/2011407,https://hub.accessible360.com/issues/704241/edit,https://hub.accessible360.com/kb/articles/123
502,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""maximize window"" button","",Attach document,Buttons must have sufficient labels for all users.,4.1.2 (WCAG 2.0 A),Visual,Add screen reader only text or an `aria-label` attribute to each button which tells users where it goes and/or what it does. Please note that the `title` attribute is not sufficient for button labeling.,Serious,,Buttons,98,11,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011408,https://hub.accessible360.com/screenshots/2011408,https://hub.accessible360.com/issues/704242/edit,"https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1178"
